ENTIDAD,DISTRITO,grupo_parlamentario,VOTOS,coalicion,tipo_eleccion
GUERRERO,1,MORENA,109603.21187617659,,MR
GUERRERO,2,MORENA,113871.35933189443,,MR
GUERRERO,3,MORENA,128015.59613225692,,MR
GUERRERO,4,MORENA,138218.8597866592,,MR
GUERRERO,5,MORENA,128568.33925671986,,MR
GUERRERO,6,MORENA,114519.63361629297,,MR
HIDALGO,1,MORENA,142782.12864766593,,MR
HIDALGO,2,MORENA,138185.2796424798,,MR
HIDALGO,3,MORENA,125883.24116913011,,MR
HIDALGO,4,MORENA,163294.69959810987,,MR
HIDALGO,5,MORENA,137435.6509426143,,MR
JALISCO,1,MC,113947.78675032343,,MR
JALISCO,2,MC,107136.89975777065,,MR
JALISCO,3,MORENA,126626.60467843118,,MR
JALISCO,4,MC,113387.68307922021,,MR
JALISCO,5,MORENA,87737.85087553716,,MR
JALISCO,6,MORENA,127124.89881991637,,MR
JALISCO,7,MORENA,114062.65846159033,,MR
JALISCO,8,MORENA,106666.01644375613,,MR
JALISCO,9,MORENA,109751.45604027603,,MR
JALISCO,10,MC,100324.50897269222,,MR
JALISCO,11,MORENA,98618.67910989003,,MR
MEXICO,1,MORENA,141933.97878832696,,MR
MEXICO,2,MORENA,209910.37765626103,,MR
MEXICO,3,MORENA,190177.41043623255,,MR
MEXICO,4,MORENA,202325.77143721865,,MR
MEXICO,5,MORENA,195190.54282219615,,MR
MEXICO,6,MORENA,187073.0174241191,,MR
MEXICO,7,MORENA,170239.27505381507,,MR
MEXICO,8,MORENA,180264.49008479188,,MR
MEXICO,9,MORENA,178989.18902083777,,MR
MEXICO,10,MORENA,185203.35489747574,,MR
MEXICO,11,MORENA,193465.4983496674,,MR
MEXICO,12,MORENA,247930.49105357865,,MR
MEXICO,13,MORENA,179726.90204942742,,MR
MEXICO,14,MORENA,193111.37990960947,,MR
MEXICO,15,MORENA,178587.57026886247,,MR
MEXICO,16,MORENA,87818.93239238898,,MR
MEXICO,17,MORENA,185532.310445472,,MR
MEXICO,18,MORENA,177351.23317880233,,MR
MEXICO,19,MORENA,155362.73545200742,,MR
MEXICO,20,MORENA,214204.53927890892,,MR
MICHOACAN,1,MORENA,99501.6777766027,,MR
MICHOACAN,2,MORENA,93163.60979970732,,MR
MICHOACAN,3,MORENA,100045.97169245243,,MR
MICHOACAN,4,MORENA,79738.5704545223,,MR
MICHOACAN,5,MORENA,100471.78334528249,,MR
MICHOACAN,6,MORENA,85436.45189574931,,MR
MICHOACAN,7,MORENA,89268.93503568346,,MR
MORELOS,1,MORENA,95921.93901786067,,MR
MORELOS,2,MORENA,101967.97603830264,,MR
MORELOS,3,MORENA,99720.49453866054,,MR
MORELOS,4,MORENA,101449.59040517616,,MR
NAYARIT,1,MORENA,62984.20529801324,,MR
NAYARIT,2,MORENA,73435.11434536861,,MR
NAYARIT,3,MORENA,80391.68035661813,,MR
NUEVO LEON,1,MC,64797.091671160044,,MR
NUEVO LEON,2,MC,71869.15134605122,,MR
NUEVO LEON,3,PAN,85640.40474386924,,MR
NUEVO LEON,4,MC,71123.93463478914,,MR
NUEVO LEON,5,MC,70189.8401874843,,MR
NUEVO LEON,6,MORENA,91311.73373723458,,MR
NUEVO LEON,7,MORENA,75541.44827424105,,MR
NUEVO LEON,8,MORENA,85165.2721108779,,MR
OAXACA,1,MORENA,172592.87015579126,,MR
OAXACA,2,MORENA,131689.3400262868,,MR
OAXACA,3,MORENA,163041.70668106593,,MR
OAXACA,4,MORENA,142829.9776981338,,MR
OAXACA,5,MORENA,140187.64019486826,,MR
OAXACA,6,MORENA,148525.46524385395,,MR
PUEBLA,1,MORENA,154954.77569085176,,MR
PUEBLA,2,MORENA,130586.06798935613,,MR
PUEBLA,3,MORENA,155930.17899315487,,MR
PUEBLA,4,MORENA,165291.17827080566,,MR
PUEBLA,5,MORENA,162928.26072553187,,MR
PUEBLA,6,MORENA,135107.72658510608,,MR
PUEBLA,7,MORENA,120365.86549301162,,MR
PUEBLA,8,MORENA,143478.4033144634,,MR
PUEBLA,9,MORENA,136866.54293771862,,MR
QUERETARO,1,PAN,64112.68319374651,,MR
QUERETARO,2,MORENA,80096.61864377341,,MR
QUERETARO,3,PAN,74823.61694437097,,MR
QUERETARO,4,PAN,81386.14312713179,,MR
QUERETARO,5,MORENA,82364.74532668739,,MR
QUINTANA ROO,1,MORENA,62126.35237293992,,MR
QUINTANA ROO,2,MORENA,123469.36155934184,,MR
QUINTANA ROO,3,MORENA,93772.07571649365,,MR
QUINTANA ROO,4,MORENA,98170.21035122457,,MR
SAN LUIS POTOSI,1,PVEM,88819.6346188909,,MR
SAN LUIS POTOSI,2,PVEM,86896.5508053379,,MR
SAN LUIS POTOSI,3,PVEM,86100.02979014434,,MR
SAN LUIS POTOSI,4,PVEM,81786.2723865506,,MR
SAN LUIS POTOSI,5,PVEM,96633.51239907625,,MR
SINALOA,1,MORENA,125885.72146604174,,MR
SINALOA,2,MORENA,150180.16715991852,,MR
SINALOA,3,MORENA,146219.42662830246,,MR
SINALOA,4,MORENA,120954.25647514008,,MR
SINALOA,5,MORENA,136186.4282705972,,MR
SONORA,1,MORENA,90252.55241126855,,MR
SONORA,2,MORENA,122335.13180334574,,MR
SONORA,3,MORENA,119919.6747818381,,MR
SONORA,4,MORENA,102268.2721214856,,MR
SONORA,5,MORENA,108681.36888206202,,MR
TABASCO,1,MORENA,127320.71796825076,,MR
TABASCO,2,MORENA,145768.6544781666,,MR
TABASCO,3,MORENA,129258.23754061272,,MR
TABASCO,4,MORENA,124106.88115289676,,MR
TABASCO,5,MORENA,148234.5088600731,,MR
TAMAULIPAS,1,MORENA,100298.09380323163,,MR
TAMAULIPAS,2,MORENA,148893.8482900961,,MR
TAMAULIPAS,3,MORENA,148834.38683332352,,MR
TAMAULIPAS,4,MORENA,94859.78830091392,,MR
TAMAULIPAS,5,MORENA,135592.37377455708,,MR
TAMAULIPAS,6,MORENA,143526.50899787777,,MR
TLAXCALA,1,MORENA,90204.13323457754,,MR
TLAXCALA,2,MORENA,106355.12789902222,,MR
TLAXCALA,3,MORENA,94082.73886640024,,MR
VERACRUZ,1,MORENA,184133.0150771118,,MR
VERACRUZ,2,MORENA,166031.60023748694,,MR
VERACRUZ,3,MORENA,183597.37488931668,,MR
VERACRUZ,4,MORENA,164314.2437962769,,MR
VERACRUZ,5,MORENA,182118.4303213331,,MR
VERACRUZ,6,MORENA,184004.70198659826,,MR
VERACRUZ,7,MORENA,134609.1006134332,,MR
VERACRUZ,8,MORENA,164481.37074091219,,MR
VERACRUZ,9,MORENA,140725.0389352884,,MR
VERACRUZ,10,MORENA,153708.2754182505,,MR
VERACRUZ,11,MORENA,137755.84798399208,,MR
YUCATAN,1,MORENA,92965.55103779963,,MR
YUCATAN,2,MORENA,95229.88509022085,,MR
YUCATAN,3,MORENA,84129.56743889069,,MR
YUCATAN,4,MORENA,85570.92568909231,,MR
YUCATAN,5,MORENA,89065.0707439965,,MR
ZACATECAS,1,MORENA,68551.98265261963,,MR
ZACATECAS,2,MORENA,55847.11519432367,,MR
ZACATECAS,3,MORENA,61421.149414022,,MR
ZACATECAS,4,MORENA,69266.75273903468,,MR
