NOMBRE_ESTADO,ENTIDAD,DF_2021,AÑO_ELECCION,swing_PAN,swing_PRI,swing_PRD,swing_PVEM,swing_PT,swing_MC,swing_MORENA,swing_VA_X_MEX_PAN_PRI_PRD,swing_JUNTOS_PT_MORENA
Hidalgo,13,5,2022,-40.31484620973602,-6.487792787210312,-8.26583210603829,-76.22509086351673,-21.50753768844221,-2.3322227510709186,13.762026032823997,-18.621150583517554,12.332858209461751
Hidalgo,13,6,2022,-63.38446655610834,-44.11839063854377,-32.506780317706315,-33.120793482111225,13.425627817128138,-3.783078643309728,-0.6505539565508812,-47.554156484281165,-0.09849106635519966
Hidalgo,13,7,2022,-61.867744610281925,-29.972101327976787,-55.04885993485343,-58.51272015655577,-11.818181818181818,55.188181498417165,-18.21047526673133,-36.561451342281885,-18.01421981960807
México,15,1,2023,-49.01608369049265,-15.209216101694912,-10.945945945945947,-100.0,-100.0,-100.0,-100.0,-22.491175494524285,
México,15,2,2023,-27.145797905665443,-0.3290021655838747,-70.94784509681449,-100.0,-100.0,-100.0,-100.0,-25.418290167316073,
México,15,3,2023,-38.728139904610494,-20.00079695033671,-3.028664142779881,-100.0,-100.0,-100.0,-100.0,-21.679315244134866,
México,15,4,2023,-62.44974735366798,-33.626513423407616,-13.743293437886916,-100.0,-100.0,-100.0,-100.0,-43.38728569907359,
México,15,5,2023,-72.90035901359543,-41.88275886600505,-36.39906469212782,-100.0,-100.0,-100.0,-100.0,-53.092461249919154,
México,15,6,2023,-11.02648630214846,17.309992706053976,-36.2974319662706,-100.0,-100.0,-100.0,-100.0,1.929777539533628,
México,15,7,2023,-28.430630857815327,17.320925355527887,-9.798372833392287,-100.0,-100.0,-100.0,-100.0,-10.527486377284356,
México,15,8,2023,21.615706871756394,5.254560304927852,-7.158351409978309,-100.0,-100.0,-100.0,-100.0,9.641809479697393,
México,15,9,2023,-21.918941273779986,-18.0672323169708,-33.07275473038998,-100.0,-100.0,-100.0,-100.0,-20.14142640988955,
México,15,10,2023,-11.061695685087056,-0.4818055027260048,-68.99261728983092,-100.0,-100.0,-100.0,-100.0,-14.08520410183316,
México,15,11,2023,-24.796388101983,-4.221991701244813,-52.91686536321729,-100.0,-100.0,-100.0,-100.0,-13.817301013411221,
México,15,12,2023,-12.379227053140095,-45.97734148980809,-4.328358208955224,-100.0,-100.0,-100.0,-100.0,-40.296763423908,
México,15,13,2023,10.588862649501028,28.29592593610066,-31.38858596873864,-100.0,-100.0,-100.0,-100.0,18.104670179901873,
México,15,14,2023,-81.90080302314597,28.79369832693184,-35.49426934097421,-100.0,-100.0,-100.0,-100.0,-41.059012714168375,
México,15,15,2023,-23.207430132944392,15.09962127449366,-1.1205564142194746,-100.0,-100.0,-100.0,-100.0,-11.792578210773264,
México,15,16,2023,-13.880865016785076,-12.169846415475368,-15.496037168625309,-100.0,-100.0,-100.0,-100.0,-12.799896491811758,
México,15,17,2023,11.705036605804004,-11.904626899523702,-8.609437751004016,-100.0,-100.0,-100.0,-100.0,-6.354634040282248,
México,15,18,2023,-49.82438272813924,-11.522936551318168,-65.1926808982534,-100.0,-100.0,-100.0,-100.0,-36.79995737133375,
México,15,19,2023,22.44511066043559,25.943532123307406,22.04724409448819,-100.0,-100.0,-100.0,-100.0,24.05807120636019,
México,15,20,2023,-32.324840764331206,17.71458920619357,-78.80914921941184,-100.0,-100.0,-100.0,-100.0,-14.507036283485931,
México,15,21,2023,-41.36792452830189,-1.594974545794218,-56.50424033347707,-100.0,-100.0,-100.0,-100.0,-13.94119363531815,
México,15,22,2023,-7.319501205071781,-6.300887968453006,1.5304067660088605,-100.0,-100.0,-100.0,-100.0,-6.812125249833445,
México,15,23,2023,-51.5774205245981,-18.05351555016285,-59.37630807869402,-100.0,-100.0,-100.0,-100.0,-27.011672224868988,
México,15,24,2023,-15.038735667802912,17.76922360537671,31.65438165438165,-100.0,-100.0,-100.0,-100.0,2.456481135599553,
México,15,25,2023,14.290161892901615,-37.40110979876541,33.63970588235294,-100.0,-100.0,-100.0,-100.0,-31.729589476436626,
México,15,26,2023,-26.811429609776045,3.4688995215311005,0.589622641509434,-100.0,-100.0,-100.0,-100.0,-4.9828803632122165,
México,15,27,2023,-10.762720505761193,1.1538701428304123,-21.328029375764995,-100.0,-100.0,-100.0,-100.0,-3.919233222042995,
México,15,28,2023,-84.07320166696866,-23.56620834881705,-78.36272937822912,-100.0,-100.0,-100.0,-100.0,-57.73958659567804,
México,15,29,2023,28.016185709722077,41.85150897981856,-18.963772515685086,-100.0,-100.0,-100.0,-100.0,26.057738018064747,
México,15,30,2023,-8.233604595500239,-33.56670109797621,-27.45299145299145,-100.0,-100.0,-100.0,-100.0,-31.48313433589869,
México,15,31,2023,44.537090281771135,72.7527843549943,3.666708812744974,-100.0,-100.0,-100.0,-100.0,53.0381460539938,
México,15,32,2023,-20.548961424332344,53.98264726988062,-62.733725410667205,-100.0,-100.0,-100.0,-100.0,-18.2224947760516,
México,15,33,2023,-50.78425976884975,-25.43473828318429,-40.0902837489252,-100.0,-100.0,-100.0,-100.0,-30.89230503124257,
México,15,34,2023,-20.490822609355394,23.78084483479716,-11.114485271788642,-100.0,-100.0,-100.0,-100.0,7.013776878268274,
México,15,35,2023,2.1747376406625363,11.849142130062228,-52.19143576826196,-100.0,-100.0,-100.0,-100.0,3.0053818709560476,
México,15,36,2023,-24.21731123388582,-14.670087770954265,-48.94011494963229,-100.0,-100.0,-100.0,-100.0,-21.329810746630752,
México,15,37,2023,-11.852270586018468,8.035095820826598,-9.914712153518124,-100.0,-100.0,-100.0,-100.0,-0.6604242167810304,
México,15,38,2023,-43.44891952042501,11.95946130521485,-45.71428571428572,-100.0,-100.0,-100.0,-100.0,-7.133468968869849,
México,15,39,2023,-27.181544633901705,-23.04706266694852,-16.85641998734978,-100.0,-100.0,-100.0,-100.0,-23.064269573308515,
México,15,40,2023,-37.011368472247554,23.563981732501222,-33.10052382140184,-100.0,-100.0,-100.0,-100.0,7.34032538219811,
Oaxaca,20,1,2022,-67.66881972988843,-27.58940332731619,-60.75676900419168,-37.695183637563225,-13.528876762164622,-70.27395703080596,-22.020606879125182,-38.458241908941304,-21.632436702282465
Oaxaca,20,2,2022,-68.8846107568283,-25.15027441414757,-30.304449648711945,-82.06404888536834,-51.52505446623093,-22.714420358152687,-25.72235586669189,-31.642423566523814,-28.820815297531276
Oaxaca,20,3,2022,-37.9168042258171,-12.391196928807632,-42.64897781644193,-77.76739217519028,-60.0,21.08039670816628,-36.769270388592965,-22.81337889036097,-40.23000438323297
Oaxaca,20,4,2022,-46.35454767129968,-29.75885274795706,-15.994387934058224,-67.29383017715332,-42.91103017689906,-12.238805970149254,-18.199549887471868,-32.448565954965716,-22.831785043766605
Oaxaca,20,5,2022,-42.360475754803296,-44.44444444444444,-59.292798620094864,-29.950186799501864,-55.475477349307376,-31.16415958142577,-36.70888847530736,-45.276195642346984,-38.67407646995403
Oaxaca,20,6,2022,-58.40480274442539,-27.51926496739775,-46.09845947756195,-76.65533430467865,-72.79791338368744,-31.52724968314322,-31.180209849123077,-34.29626873604762,-40.331947232578145
Oaxaca,20,7,2022,-71.19113573407202,-54.60725427201192,-92.98950251026928,-59.89907984565153,-72.33051088253679,-57.50060197447628,-25.575192875620974,-63.257099773812506,-33.41399975228423
Oaxaca,20,8,2022,-31.275988585405628,-8.90294535625714,-47.17455002092926,-62.748517614230906,-41.38860103626943,63.706746721440986,-24.05738629577035,-16.141350586652425,-26.0250120589654
Oaxaca,20,9,2022,-61.75560007284647,-45.29822261633959,-46.53333333333333,-72.17545414266726,-46.33555420956996,-53.97708674304419,-29.003447423160285,-46.797536045488386,-30.86153606399834
Oaxaca,20,10,2022,-52.40658644711843,-38.6112688497697,-71.95296361036073,-76.59040378684645,-44.82067510548523,-36.040470330872296,-41.05364094343943,-46.562912552760274,-41.5036798064321
Quintana Roo,23,1,2022,-60.296554731792405,-86.12562863622917,-80.71144498453381,153.34795321637426,-63.24558480506498,39.46525776496958,-54.13295302404097,-70.70587639139909,-54.86495891217644
Quintana Roo,23,2,2022,2.2483042451032698,-82.99295354114416,51.72467371037912,676.7583212735167,-31.16613808245914,201.2678885262365,-21.533111750411976,-38.55089981197959,-22.522680567390108
Quintana Roo,23,3,2022,55.3345584261161,-26.184926184926184,-37.7053906024791,266.03015075376885,16.48745519713262,545.7123565158677,-8.436053026619025,13.784419073203491,-7.312887399301415
Quintana Roo,23,4,2022,-62.299608373482094,-73.27935222672065,-68.96922745857542,62.76856524873829,-49.9690594059406,122.18992248062015,-50.77524062663606,-65.32367675041746,-50.72598026241162
Tamaulipas,28,1,2022,-26.45838214130325,-44.68615649183147,-24.29319371727749,-100.0,-100.0,73.58432812978268,-100.0,-29.36013159531675,
Tamaulipas,28,2,2022,1.818729298404095,-68.0993080993081,-0.6018916595012898,-100.0,-100.0,62.5531914893617,-100.0,-11.80310766166638,
Tamaulipas,28,3,2022,13.994584016920006,-46.295507266960186,40.20779220779221,-100.0,-100.0,25.94692089667611,-100.0,-2.614103939488588,
Tamaulipas,28,4,2022,3.5425346055637688,-49.24640135478408,-5.8171745152354575,-100.0,-100.0,76.70273711012095,-100.0,-9.104155854525132,
Tamaulipas,28,5,2022,9.2724925812075,-63.61311567294893,139.2548236859614,-100.0,-100.0,-57.001462152738725,-100.0,-8.648617818167992,
Tamaulipas,28,6,2022,35.49630318022167,-75.83379706918939,53.755431409062695,-100.0,-100.0,-39.27300850734726,-100.0,6.288764166429117,
Tamaulipas,28,7,2022,-32.15506782838866,-45.08537810302769,-60.35543403964456,-100.0,-100.0,-20.767853590610702,-100.0,-34.83988366486772,
Tamaulipas,28,8,2022,30.66559319688526,29.37447168216399,40.92940125111707,-100.0,-100.0,31.565527791942888,-100.0,30.72858080239971,
